customer_id,txn_date,txn_type,txn_amount
369,2020-03-04,deposit,958
338,2020-02-08,deposit,859
338,2020-01-17,deposit,252
338,2020-02-19,deposit,529
338,2020-01-26,deposit,618
338,2020-03-13,withdrawal,116
338,2020-03-12,deposit,793
338,2020-03-25,deposit,698
338,2020-02-04,deposit,681
338,2020-03-09,deposit,859
338,2020-04-03,deposit,808
338,2020-02-25,withdrawal,436
338,2020-04-03,deposit,695
296,2020-02-23,withdrawal,212
296,2020-03-11,deposit,317
296,2020-03-16,withdrawal,160
296,2020-01-27,withdrawal,655
296,2020-02-17,withdrawal,774
296,2020-02-29,deposit,341
296,2020-02-01,deposit,983
296,2020-02-22,deposit,733
296,2020-04-05,deposit,911
296,2020-02-11,deposit,110
374,2020-03-28,deposit,422
374,2020-03-23,deposit,3
374,2020-01-28,withdrawal,806
374,2020-01-10,deposit,654
374,2020-01-23,deposit,398
374,2020-02-19,deposit,361
374,2020-03-31,deposit,172
374,2020-02-18,deposit,98
374,2020-03-22,withdrawal,686
374,2020-03-17,deposit,885
374,2020-01-08,deposit,354
374,2020-02-18,withdrawal,572
374,2020-01-19,deposit,842
194,2020-03-06,withdrawal,532
194,2020-03-16,deposit,601
194,2020-03-10,deposit,475
194,2020-03-24,deposit,705
194,2020-02-01,deposit,634
194,2020-03-15,deposit,392
194,2020-02-29,deposit,36
194,2020-04-13,deposit,269
194,2020-04-04,withdrawal,941
194,2020-04-24,deposit,12
194,2020-03-14,deposit,220
194,2020-04-05,deposit,347
194,2020-02-18,deposit,965
194,2020-03-10,deposit,769
194,2020-03-02,withdrawal,695
194,2020-02-01,withdrawal,785
194,2020-03-01,deposit,454
135,2020-02-21,deposit,78
135,2020-03-09,withdrawal,178
135,2020-02-11,deposit,491
135,2020-01-30,withdrawal,831
135,2020-02-16,deposit,834
135,2020-02-14,deposit,470
135,2020-02-27,deposit,469
135,2020-03-23,deposit,202
135,2020-01-22,withdrawal,14
135,2020-02-22,withdrawal,375
21,2020-03-30,withdrawal,398
21,2020-04-04,withdrawal,848
21,2020-01-20,deposit,445
21,2020-02-07,deposit,637
21,2020-03-22,withdrawal,406
21,2020-01-15,withdrawal,497
21,2020-02-18,deposit,348
21,2020-03-17,deposit,103
21,2020-02-28,withdrawal,269
21,2020-04-03,withdrawal,531
21,2020-02-26,deposit,694
21,2020-01-27,deposit,412
21,2020-03-03,withdrawal,605
21,2020-01-12,deposit,298
21,2020-03-03,deposit,28
21,2020-03-23,deposit,489
21,2020-03-06,deposit,713
69,2020-01-22,deposit,3
69,2020-04-04,deposit,478
69,2020-01-21,withdrawal,812
69,2020-03-27,deposit,187
69,2020-02-08,deposit,976
69,2020-02-22,withdrawal,724
69,2020-01-17,deposit,901
69,2020-02-25,deposit,450
69,2020-03-13,deposit,755
69,2020-02-08,deposit,972
69,2020-02-22,deposit,451
69,2020-02-14,withdrawal,216
69,2020-03-11,withdrawal,541
69,2020-03-07,deposit,792
69,2020-02-16,deposit,754
69,2020-03-24,deposit,597
69,2020-04-01,deposit,269
69,2020-01-23,deposit,193
69,2020-03-16,withdrawal,237
69,2020-03-30,deposit,437
69,2020-02-19,deposit,168
32,2020-01-15,deposit,352
32,2020-01-28,deposit,97
32,2020-02-24,withdrawal,707
32,2020-03-15,withdrawal,517
32,2020-04-07,deposit,158
32,2020-01-19,deposit,527
32,2020-01-29,withdrawal,119
32,2020-02-09,deposit,957
32,2020-03-10,deposit,483
32,2020-03-16,deposit,219
32,2020-02-12,deposit,215
32,2020-01-28,deposit,0
206,2020-02-22,deposit,734
206,2020-01-19,deposit,340
206,2020-04-04,withdrawal,400
206,2020-03-02,withdrawal,766
206,2020-03-18,deposit,516
206,2020-03-07,withdrawal,168
206,2020-03-29,deposit,428
206,2020-03-15,withdrawal,915
206,2020-01-18,withdrawal,768
206,2020-03-30,deposit,311
206,2020-03-26,deposit,738
206,2020-01-14,deposit,169
206,2020-01-12,withdrawal,429
206,2020-03-08,withdrawal,183
269,2020-04-03,deposit,98
269,2020-03-04,withdrawal,24
269,2020-03-30,deposit,302
269,2020-01-27,withdrawal,705
269,2020-02-11,deposit,550
269,2020-04-07,deposit,640
269,2020-02-02,deposit,354
269,2020-01-15,deposit,351
269,2020-02-20,deposit,665
269,2020-01-21,withdrawal,895
269,2020-01-28,withdrawal,765
269,2020-04-11,deposit,64
269,2020-02-15,withdrawal,459
269,2020-03-15,deposit,766
269,2020-01-29,withdrawal,478
269,2020-03-10,deposit,471
269,2020-01-15,deposit,421
269,2020-01-18,deposit,406
460,2020-04-02,deposit,848
460,2020-03-27,deposit,994
460,2020-03-28,deposit,977
460,2020-02-21,withdrawal,966
460,2020-02-14,deposit,552
460,2020-02-21,deposit,126
460,2020-02-26,deposit,467
460,2020-02-25,withdrawal,483
328,2020-01-30,deposit,519
328,2020-04-03,deposit,726
328,2020-03-01,deposit,721
328,2020-03-05,deposit,106
328,2020-03-31,deposit,424
328,2020-03-19,deposit,493
328,2020-04-10,deposit,582
328,2020-03-18,deposit,418
328,2020-02-10,withdrawal,443
328,2020-02-03,deposit,639
328,2020-01-28,deposit,409
328,2020-01-22,withdrawal,697
328,2020-02-22,withdrawal,181
328,2020-03-04,withdrawal,688
328,2020-02-20,deposit,931
328,2020-03-14,withdrawal,819
328,2020-03-10,deposit,499
328,2020-03-04,deposit,585
407,2020-04-04,deposit,407
407,2020-04-01,deposit,999
407,2020-04-03,deposit,969
407,2020-02-04,deposit,643
407,2020-01-23,withdrawal,821
407,2020-02-05,deposit,604
407,2020-03-16,withdrawal,946
407,2020-01-25,deposit,24
351,2020-01-12,deposit,583
351,2020-02-18,deposit,228
351,2020-02-25,withdrawal,544
351,2020-01-31,withdrawal,649
351,2020-02-13,withdrawal,729
351,2020-02-19,deposit,578
351,2020-03-27,withdrawal,327
351,2020-01-03,deposit,371
458,2020-02-17,withdrawal,1463
458,2020-02-14,withdrawal,1905
339,2020-02-24,deposit,222
339,2020-02-15,deposit,811
339,2020-02-06,withdrawal,717
339,2020-03-06,deposit,68
339,2020-01-17,deposit,7
339,2020-01-14,deposit,173
339,2020-03-23,withdrawal,813
339,2020-02-24,deposit,538
339,2020-03-15,withdrawal,45
339,2020-01-24,deposit,136
339,2020-02-16,deposit,251
339,2020-03-07,deposit,548
339,2020-01-31,deposit,903
339,2020-02-02,deposit,994
339,2020-03-09,deposit,85
339,2020-02-24,deposit,231
496,2020-02-11,withdrawal,1989
496,2020-02-22,withdrawal,1581
496,2020-03-14,deposit,6650
496,2020-02-19,deposit,6939
496,2020-02-19,withdrawal,1614
291,2020-04-10,deposit,697
291,2020-04-01,deposit,8
291,2020-04-14,deposit,290
50,2020-02-18,deposit,240
50,2020-04-14,deposit,60
50,2020-03-01,deposit,249
50,2020-01-31,deposit,32
50,2020-03-20,withdrawal,21
50,2020-03-24,deposit,564
50,2020-03-10,deposit,640
50,2020-03-13,deposit,324
50,2020-02-02,withdrawal,774
50,2020-04-24,deposit,235
50,2020-02-08,withdrawal,870
50,2020-03-22,deposit,969
50,2020-02-13,deposit,279
265,2020-03-23,deposit,835
265,2020-02-05,deposit,161
265,2020-02-10,deposit,193
265,2020-03-03,deposit,280
265,2020-03-07,deposit,36
265,2020-04-05,deposit,644
265,2020-03-26,withdrawal,881
265,2020-03-08,deposit,483
265,2020-01-18,deposit,2
265,2020-02-17,deposit,73
265,2020-02-14,deposit,577
265,2020-02-28,withdrawal,452
265,2020-01-10,deposit,92
265,2020-01-14,withdrawal,818
265,2020-03-09,deposit,531
265,2020-03-27,deposit,89
265,2020-03-16,deposit,257
265,2020-03-29,withdrawal,557
266,2020-02-05,deposit,804
266,2020-03-12,deposit,668
266,2020-04-01,withdrawal,507
266,2020-04-15,deposit,858
93,2020-04-09,withdrawal,218
93,2020-03-27,withdrawal,154
93,2020-02-16,deposit,807
93,2020-02-09,deposit,366
93,2020-03-20,deposit,993
93,2020-02-13,deposit,16
93,2020-02-27,deposit,429
93,2020-01-20,withdrawal,593
93,2020-01-18,deposit,435
93,2020-03-30,deposit,279
93,2020-02-01,withdrawal,717
93,2020-02-23,withdrawal,462
93,2020-02-08,deposit,394
93,2020-02-21,deposit,635
93,2020-03-29,withdrawal,477
1,2020-03-05,deposit,612
1,2020-03-17,deposit,324
1,2020-03-19,deposit,664
267,2020-03-21,withdrawal,501
267,2020-04-13,deposit,351
267,2020-02-11,withdrawal,523
267,2020-01-30,withdrawal,660
267,2020-03-08,deposit,880
267,2020-04-10,deposit,530
267,2020-04-04,deposit,996
267,2020-01-31,deposit,632
267,2020-03-28,withdrawal,289
267,2020-02-27,withdrawal,530
267,2020-02-27,deposit,325
267,2020-03-21,withdrawal,729
267,2020-04-04,deposit,917
267,2020-01-29,deposit,196
267,2020-03-17,withdrawal,970
267,2020-02-20,deposit,497
267,2020-03-06,deposit,201
366,2020-02-24,withdrawal,147
366,2020-02-23,withdrawal,819
366,2020-02-12,deposit,944
366,2020-02-03,deposit,444
366,2020-02-05,deposit,707
366,2020-03-07,deposit,270
366,2020-03-03,withdrawal,401
366,2020-03-14,withdrawal,291
366,2020-02-12,withdrawal,530
366,2020-03-27,deposit,174
366,2020-02-22,withdrawal,756
366,2020-01-26,withdrawal,308
366,2020-02-22,deposit,297
366,2020-03-05,deposit,19
366,2020-03-28,withdrawal,57
366,2020-01-25,deposit,708
366,2020-02-04,deposit,9
366,2020-02-23,deposit,760
366,2020-04-03,deposit,209
366,2020-02-21,deposit,569
92,2020-03-22,deposit,793
92,2020-03-19,deposit,50
89,2020-04-16,deposit,864
89,2020-03-22,withdrawal,418
89,2020-02-25,withdrawal,788
89,2020-03-19,withdrawal,757
89,2020-04-01,deposit,415
89,2020-04-20,deposit,671
89,2020-02-14,deposit,537
89,2020-04-20,withdrawal,360
89,2020-04-06,deposit,737
89,2020-02-07,withdrawal,86
89,2020-03-23,withdrawal,475
89,2020-03-08,deposit,246
89,2020-03-01,deposit,922
89,2020-04-08,deposit,249
89,2020-02-17,deposit,478
129,2020-02-09,withdrawal,376
129,2020-02-24,deposit,986
129,2020-02-11,withdrawal,359
129,2020-04-05,withdrawal,867
129,2020-02-12,withdrawal,23
129,2020-04-01,withdrawal,593
129,2020-01-27,withdrawal,508
129,2020-03-17,deposit,669
129,2020-04-07,deposit,615
129,2020-02-15,deposit,482
129,2020-03-06,deposit,154
129,2020-03-28,deposit,349
129,2020-01-31,deposit,406
198,2020-03-08,deposit,15
198,2020-02-16,withdrawal,110
198,2020-03-30,deposit,221
198,2020-03-20,deposit,498
198,2020-02-15,deposit,303
198,2020-03-25,deposit,553
198,2020-03-21,deposit,460
198,2020-02-29,withdrawal,598
198,2020-04-15,deposit,496
198,2020-03-17,withdrawal,714
198,2020-01-20,deposit,143
198,2020-02-02,deposit,248
198,2020-02-16,withdrawal,203
198,2020-01-28,deposit,716
26,2020-03-13,deposit,6035
26,2020-04-04,withdrawal,1456
26,2020-04-13,withdrawal,1792
26,2020-03-10,withdrawal,1381
26,2020-01-26,withdrawal,1338
26,2020-03-11,withdrawal,1437
26,2020-02-06,deposit,6352
26,2020-01-26,deposit,6098
26,2020-02-27,withdrawal,1300
26,2020-02-27,withdrawal,1017
26,2020-03-06,deposit,6192
104,2020-01-30,withdrawal,328
104,2020-03-29,withdrawal,414
104,2020-01-26,deposit,46
104,2020-02-29,deposit,76
104,2020-03-25,withdrawal,321
104,2020-02-27,deposit,985
104,2020-03-30,deposit,838
104,2020-02-24,withdrawal,589
466,2020-02-27,withdrawal,1923
466,2020-03-17,deposit,1063
466,2020-03-19,withdrawal,1197
466,2020-02-17,withdrawal,1288
466,2020-02-11,deposit,1143
466,2020-02-15,deposit,1991
454,2020-02-01,deposit,622
454,2020-02-26,deposit,852
454,2020-03-01,withdrawal,471
454,2020-03-04,deposit,411
454,2020-01-29,deposit,881
454,2020-03-10,deposit,342
454,2020-01-28,deposit,120
454,2020-02-01,deposit,678
454,2020-03-31,deposit,800
454,2020-03-31,deposit,883
454,2020-01-16,deposit,409
454,2020-03-01,deposit,309
454,2020-03-27,deposit,48
117,2020-01-28,withdrawal,30
117,2020-02-14,withdrawal,439
117,2020-02-25,deposit,479
117,2020-02-12,deposit,727
117,2020-03-20,withdrawal,920
117,2020-03-13,deposit,430
46,2020-04-20,deposit,430
46,2020-01-31,deposit,661
46,2020-03-04,deposit,294
46,2020-04-03,deposit,631
46,2020-03-23,withdrawal,541
46,2020-04-14,deposit,152
46,2020-03-03,deposit,101
46,2020-04-01,deposit,885
46,2020-02-15,deposit,104
46,2020-02-16,deposit,970
46,2020-01-24,deposit,495
46,2020-03-14,deposit,574
96,2020-01-03,deposit,492
96,2020-03-24,withdrawal,417
96,2020-01-20,deposit,303
96,2020-01-21,withdrawal,290
96,2020-03-10,withdrawal,545
96,2020-02-02,deposit,445
96,2020-01-24,deposit,301
96,2020-03-08,deposit,488
96,2020-03-30,deposit,211
96,2020-03-04,deposit,311
96,2020-01-31,deposit,95
96,2020-02-13,deposit,30
96,2020-03-23,withdrawal,490
96,2020-02-16,withdrawal,65
96,2020-02-28,deposit,31
96,2020-03-28,deposit,891
96,2020-02-29,deposit,108
199,2020-02-07,deposit,672
199,2020-03-06,deposit,529
199,2020-02-01,withdrawal,687
199,2020-04-02,withdrawal,661
199,2020-04-07,deposit,455
55,2020-02-17,deposit,139
55,2020-02-15,deposit,806
55,2020-03-23,deposit,814
55,2020-02-12,withdrawal,570
55,2020-04-06,deposit,277
55,2020-04-02,deposit,585
55,2020-02-28,deposit,597
55,2020-02-15,deposit,408
55,2020-03-03,withdrawal,55
55,2020-02-01,deposit,558
443,2020-03-22,deposit,377
443,2020-02-21,withdrawal,57
443,2020-03-31,deposit,408
443,2020-02-23,withdrawal,592
443,2020-03-02,deposit,845
443,2020-04-04,deposit,348
443,2020-03-28,deposit,561
443,2020-02-29,deposit,599
317,2020-02-26,deposit,363
317,2020-04-09,withdrawal,237
52,2020-02-15,deposit,653
52,2020-01-26,deposit,232
52,2020-02-05,deposit,819
249,2020-04-12,withdrawal,170
249,2020-03-02,deposit,729
122,2020-04-07,withdrawal,135
122,2020-02-13,deposit,88
122,2020-03-27,deposit,725
122,2020-04-24,deposit,235
122,2020-04-09,deposit,992
122,2020-01-29,deposit,83
122,2020-03-28,deposit,80
122,2020-04-12,deposit,7
122,2020-03-18,deposit,290
122,2020-02-05,deposit,150
122,2020-04-11,withdrawal,678
122,2020-04-20,deposit,51
122,2020-04-23,withdrawal,283
59,2020-02-13,deposit,646
59,2020-02-09,deposit,50
59,2020-04-15,deposit,854
59,2020-03-02,withdrawal,105
59,2020-03-26,withdrawal,433
59,2020-02-07,deposit,570
36,2020-04-28,deposit,564
36,2020-03-16,deposit,280
36,2020-04-22,deposit,560
36,2020-03-19,deposit,421
36,2020-02-09,deposit,990
36,2020-03-28,deposit,524
36,2020-03-16,deposit,86
36,2020-04-28,deposit,610
36,2020-02-12,withdrawal,849
74,2020-03-21,deposit,89
238,2020-04-10,withdrawal,929
238,2020-02-16,deposit,161
238,2020-01-18,deposit,94
238,2020-02-09,deposit,585
238,2020-04-12,deposit,820
238,2020-02-12,withdrawal,278
334,2020-01-25,deposit,244
334,2020-02-07,deposit,706
334,2020-04-10,withdrawal,811
334,2020-03-19,withdrawal,547
334,2020-02-23,deposit,561
334,2020-02-12,deposit,280
334,2020-03-03,deposit,248
143,2020-03-07,withdrawal,574
143,2020-02-29,deposit,76
143,2020-04-21,deposit,957
143,2020-02-04,deposit,343
143,2020-04-22,deposit,445
143,2020-04-09,deposit,295
143,2020-02-01,deposit,483
143,2020-04-23,deposit,823
143,2020-03-15,deposit,494
143,2020-03-04,deposit,24
143,2020-04-02,withdrawal,561
143,2020-02-20,deposit,602
143,2020-04-24,withdrawal,549
143,2020-04-19,deposit,333
143,2020-03-25,deposit,555
406,2020-04-04,withdrawal,606
406,2020-03-04,deposit,51
406,2020-04-06,deposit,892
406,2020-03-02,deposit,177
406,2020-03-24,deposit,394
406,2020-03-09,deposit,385
406,2020-03-12,withdrawal,114
406,2020-04-10,withdrawal,342
406,2020-02-12,withdrawal,424
406,2020-04-03,withdrawal,262
406,2020-03-03,deposit,337
406,2020-02-01,deposit,829
406,2020-03-28,deposit,236
406,2020-02-15,withdrawal,69
465,2020-02-01,withdrawal,766
465,2020-04-06,deposit,156
465,2020-03-25,deposit,483
465,2020-02-26,deposit,821
465,2020-02-11,deposit,775
465,2020-02-18,withdrawal,34
465,2020-02-22,deposit,238
230,2020-03-19,deposit,527
230,2020-03-24,deposit,876
230,2020-02-09,deposit,959
230,2020-04-06,withdrawal,72
230,2020-03-02,deposit,35
230,2020-01-28,withdrawal,176
230,2020-02-08,withdrawal,108
230,2020-02-25,deposit,360
487,2020-02-21,deposit,165
487,2020-01-25,deposit,451
487,2020-02-03,withdrawal,118
487,2020-02-16,deposit,421
487,2020-02-05,deposit,861
487,2020-01-17,deposit,24
487,2020-01-31,deposit,556
487,2020-02-22,deposit,877
487,2020-02-05,withdrawal,620
487,2020-04-03,deposit,965
487,2020-03-24,withdrawal,150
487,2020-02-06,deposit,702
487,2020-01-18,deposit,372
487,2020-04-11,deposit,473
346,2020-04-04,deposit,6091
346,2020-04-02,withdrawal,1124
346,2020-04-18,deposit,6282
346,2020-04-04,withdrawal,1440
346,2020-02-23,withdrawal,1600
346,2020-04-03,deposit,6605
346,2020-04-15,withdrawal,1850
346,2020-04-01,withdrawal,1790
346,2020-02-14,withdrawal,1563
346,2020-02-12,withdrawal,1805
346,2020-04-02,deposit,6538
346,2020-04-09,withdrawal,1505
346,2020-04-03,deposit,6993
356,2020-02-15,deposit,6681
356,2020-03-26,deposit,6539
356,2020-03-22,deposit,6654
356,2020-04-09,withdrawal,1644
356,2020-01-22,deposit,6607
356,2020-01-29,withdrawal,1783
356,2020-04-09,withdrawal,1673
356,2020-01-31,deposit,6444
356,2020-02-22,withdrawal,1277
356,2020-02-01,withdrawal,1752
356,2020-01-13,withdrawal,1532
356,2020-01-17,deposit,6733
356,2020-03-25,withdrawal,1568
356,2020-03-13,withdrawal,1828
356,2020-01-19,withdrawal,1553
356,2020-04-06,deposit,6953
356,2020-02-11,deposit,6349
142,2020-03-31,deposit,435
142,2020-03-11,deposit,480
142,2020-03-08,deposit,55
142,2020-04-01,deposit,646
142,2020-01-27,deposit,861
142,2020-02-10,withdrawal,441
142,2020-02-19,deposit,497
142,2020-03-04,withdrawal,323
81,2020-02-22,withdrawal,558
81,2020-04-01,deposit,224
81,2020-03-29,withdrawal,643
81,2020-04-20,deposit,473
81,2020-03-04,deposit,497
81,2020-03-09,deposit,741
81,2020-03-10,withdrawal,744
81,2020-04-14,deposit,494
81,2020-04-11,deposit,65
81,2020-02-12,deposit,802
81,2020-04-19,withdrawal,610
128,2020-04-16,deposit,895
128,2020-02-11,deposit,246
128,2020-03-07,deposit,319
128,2020-03-21,deposit,601
128,2020-04-06,deposit,321
128,2020-02-29,withdrawal,492
128,2020-02-04,deposit,472
205,2020-01-21,withdrawal,451
205,2020-02-14,withdrawal,217
205,2020-01-24,deposit,249
205,2020-02-03,deposit,767
205,2020-02-02,withdrawal,342
205,2020-01-12,deposit,671
205,2020-02-07,withdrawal,432
205,2020-01-07,deposit,361
205,2020-01-19,deposit,743
205,2020-02-22,withdrawal,587
205,2020-02-16,deposit,745
205,2020-01-14,withdrawal,300
205,2020-02-20,deposit,560
205,2020-01-17,deposit,895
205,2020-02-03,deposit,683
205,2020-01-13,withdrawal,296
205,2020-03-15,deposit,144
205,2020-02-15,deposit,116
380,2020-01-30,deposit,520
380,2020-03-28,withdrawal,758
380,2020-03-26,deposit,77
380,2020-02-17,deposit,230
380,2020-03-01,deposit,336
380,2020-03-20,deposit,219
380,2020-02-16,deposit,833
380,2020-01-12,deposit,433
380,2020-02-28,deposit,758
380,2020-01-17,deposit,48
380,2020-02-12,withdrawal,919
380,2020-01-17,withdrawal,431
380,2020-02-29,withdrawal,18
380,2020-03-20,deposit,81
380,2020-03-01,deposit,864
387,2020-04-13,withdrawal,217
387,2020-03-16,deposit,721
387,2020-04-01,deposit,808
387,2020-03-07,deposit,761
387,2020-01-29,deposit,889
387,2020-04-12,deposit,688
95,2020-03-28,withdrawal,977
95,2020-02-16,deposit,706
95,2020-01-05,deposit,198
95,2020-02-23,deposit,911
95,2020-02-26,deposit,930
95,2020-03-22,deposit,949
95,2020-02-12,withdrawal,622
95,2020-02-24,withdrawal,36
95,2020-02-27,deposit,538
95,2020-02-06,withdrawal,608
95,2020-03-27,deposit,978
95,2020-03-30,deposit,530
95,2020-03-10,deposit,387
95,2020-03-07,deposit,321
388,2020-02-21,deposit,781
388,2020-01-21,deposit,550
388,2020-03-04,deposit,472
388,2020-01-11,deposit,860
388,2020-02-04,withdrawal,336
388,2020-04-01,deposit,222
91,2020-03-31,withdrawal,909
91,2020-02-11,deposit,426
91,2020-01-22,deposit,343
91,2020-02-17,withdrawal,871
91,2020-02-25,deposit,485
91,2020-03-30,deposit,486
91,2020-02-25,deposit,501
91,2020-04-07,deposit,165
91,2020-02-10,withdrawal,238
91,2020-03-17,deposit,23
91,2020-03-14,deposit,322
91,2020-03-01,deposit,979
91,2020-02-10,withdrawal,476
91,2020-01-21,deposit,883
91,2020-01-22,withdrawal,145
91,2020-02-12,deposit,796
91,2020-02-08,deposit,533
91,2020-01-21,withdrawal,218
144,2020-02-07,deposit,315
144,2020-04-02,deposit,763
144,2020-04-07,withdrawal,444
144,2020-03-24,deposit,316
144,2020-01-17,withdrawal,622
144,2020-04-10,deposit,230
144,2020-03-31,deposit,36
144,2020-04-07,deposit,479
144,2020-04-05,deposit,104
144,2020-04-07,deposit,955
144,2020-03-20,withdrawal,118
144,2020-02-22,deposit,558
144,2020-02-22,deposit,947
144,2020-01-22,withdrawal,672
144,2020-02-18,withdrawal,725
68,2020-03-03,deposit,696
68,2020-03-23,deposit,224
68,2020-03-24,deposit,234
68,2020-03-08,deposit,488
68,2020-03-17,deposit,536
68,2020-02-27,deposit,296
475,2020-02-28,withdrawal,1952
475,2020-03-24,deposit,1596
475,2020-01-23,withdrawal,1849
475,2020-01-21,deposit,1525
475,2020-03-19,deposit,1004
475,2020-02-11,deposit,1222
475,2020-01-10,withdrawal,1476
475,2020-03-16,withdrawal,1522
475,2020-03-03,deposit,1710
475,2020-01-17,deposit,1072
475,2020-01-09,deposit,1713
475,2020-01-10,withdrawal,1981
475,2020-02-28,deposit,1051
475,2020-03-01,withdrawal,1970
475,2020-03-05,withdrawal,1523
475,2020-03-28,deposit,1439
475,2020-01-26,deposit,1085
475,2020-03-20,withdrawal,1535
475,2020-02-13,deposit,1614
247,2020-03-11,deposit,317
247,2020-02-04,deposit,348
247,2020-02-15,deposit,754
247,2020-03-13,deposit,132
247,2020-03-28,withdrawal,95
247,2020-01-02,deposit,53
120,2020-02-11,deposit,664
120,2020-03-20,withdrawal,686
120,2020-03-20,deposit,145
120,2020-02-10,deposit,313
120,2020-02-13,deposit,693
120,2020-02-28,withdrawal,582
120,2020-04-21,deposit,229
120,2020-03-01,deposit,879
120,2020-02-22,deposit,343
120,2020-02-20,deposit,402
120,2020-02-09,withdrawal,374
120,2020-03-03,withdrawal,418
120,2020-02-17,deposit,654
120,2020-03-11,deposit,685
120,2020-04-06,withdrawal,794
120,2020-02-21,deposit,970
500,2020-03-25,deposit,825
500,2020-01-25,withdrawal,986
500,2020-01-16,deposit,909
500,2020-03-07,deposit,452
500,2020-02-01,deposit,715
500,2020-03-17,deposit,344
500,2020-03-22,withdrawal,954
500,2020-03-02,deposit,862
500,2020-02-07,deposit,49
500,2020-02-23,deposit,721
500,2020-01-27,deposit,214
500,2020-03-01,deposit,929
500,2020-01-30,deposit,922
500,2020-01-18,deposit,308
500,2020-03-11,deposit,426
384,2020-02-19,deposit,425
384,2020-02-09,withdrawal,835
384,2020-03-14,deposit,981
384,2020-03-31,withdrawal,220
384,2020-02-15,deposit,600
384,2020-01-30,deposit,245
384,2020-03-01,deposit,654
384,2020-01-21,deposit,117
384,2020-02-26,deposit,635
384,2020-02-26,deposit,460
384,2020-02-27,deposit,447
384,2020-02-06,deposit,976
384,2020-03-03,withdrawal,363
384,2020-02-07,withdrawal,568
384,2020-03-23,deposit,869
311,2020-04-02,deposit,207
311,2020-02-11,deposit,476
311,2020-03-08,withdrawal,832
311,2020-02-09,withdrawal,607
311,2020-03-12,withdrawal,853
311,2020-04-15,deposit,307
311,2020-02-21,deposit,827
311,2020-01-25,deposit,994
311,2020-03-15,deposit,276
311,2020-01-28,deposit,386
287,2020-04-11,withdrawal,476
287,2020-03-16,withdrawal,932
287,2020-02-26,deposit,568
287,2020-03-06,deposit,38
287,2020-03-28,deposit,538
287,2020-02-05,deposit,227
287,2020-04-09,deposit,816
287,2020-02-01,deposit,966
287,2020-03-13,deposit,971
287,2020-03-14,deposit,518
112,2020-03-18,deposit,322
112,2020-02-29,withdrawal,122
112,2020-03-04,deposit,523
112,2020-03-24,withdrawal,164
112,2020-02-29,withdrawal,954
112,2020-02-21,deposit,317
112,2020-02-09,deposit,707
284,2020-03-27,deposit,712
284,2020-03-05,deposit,306
284,2020-02-18,withdrawal,500
284,2020-02-14,deposit,586
284,2020-03-04,deposit,852
284,2020-02-02,withdrawal,324
284,2020-02-11,deposit,210
284,2020-04-23,deposit,735
284,2020-03-06,deposit,16
284,2020-02-05,deposit,687
284,2020-03-07,withdrawal,646
284,2020-04-10,deposit,356
284,2020-02-11,withdrawal,574
284,2020-02-22,deposit,290
284,2020-02-02,deposit,862
284,2020-03-06,deposit,407
284,2020-04-07,withdrawal,741
284,2020-02-11,deposit,836
284,2020-02-24,deposit,294
284,2020-04-01,deposit,903
284,2020-03-10,deposit,679
67,2020-02-05,deposit,748
67,2020-03-01,deposit,770
67,2020-01-26,deposit,684
67,2020-02-07,deposit,393
67,2020-01-23,deposit,705
67,2020-04-06,deposit,230
67,2020-03-01,deposit,873
67,2020-04-09,deposit,751
67,2020-04-09,deposit,191
67,2020-02-18,deposit,617
67,2020-01-23,deposit,125
67,2020-03-18,withdrawal,907
67,2020-03-24,deposit,289
67,2020-04-02,deposit,344
70,2020-01-28,withdrawal,591
70,2020-03-18,withdrawal,62
70,2020-03-29,withdrawal,165
70,2020-03-17,deposit,337
70,2020-01-17,withdrawal,265
70,2020-02-13,deposit,659
70,2020-02-11,deposit,221
70,2020-01-31,withdrawal,117
70,2020-03-22,withdrawal,934
70,2020-01-26,deposit,602
70,2020-03-09,withdrawal,927
70,2020-01-22,deposit,205
70,2020-02-25,deposit,359
236,2020-03-14,deposit,347
236,2020-04-01,deposit,501
236,2020-02-25,withdrawal,170
236,2020-02-05,deposit,335
236,2020-03-25,withdrawal,966
236,2020-03-23,deposit,419
236,2020-03-07,deposit,836
236,2020-02-18,deposit,538
236,2020-03-19,withdrawal,771
236,2020-04-10,withdrawal,73
236,2020-04-14,deposit,450
234,2020-02-01,withdrawal,110
234,2020-03-06,deposit,875
234,2020-01-24,deposit,76
234,2020-01-04,deposit,134
234,2020-03-09,deposit,701
234,2020-01-04,deposit,295
234,2020-02-02,withdrawal,250
234,2020-01-28,deposit,2
234,2020-03-03,deposit,325
234,2020-03-17,withdrawal,745
234,2020-02-29,deposit,927
234,2020-03-13,deposit,904
234,2020-02-22,deposit,567
234,2020-02-18,deposit,834
234,2020-03-20,withdrawal,494
234,2020-01-06,deposit,418
234,2020-03-15,deposit,656
234,2020-03-09,deposit,426
234,2020-03-29,deposit,592
234,2020-02-24,deposit,222
234,2020-01-16,deposit,937
420,2020-02-10,deposit,430
420,2020-04-12,deposit,641
420,2020-03-24,deposit,143
420,2020-04-21,deposit,486
420,2020-02-28,deposit,28
420,2020-04-16,withdrawal,313
420,2020-04-09,deposit,435
420,2020-02-14,deposit,278
